time,P,G(i),H_sun,T2m,WS10m,Int
20230622:1110,1583925,867.01,69.4,32.99,2.55,0
20230622:1210,1660800,904.82,64.82,33.13,3.24,0
20230622:1310,1689550,918.52,56.2,32.89,3.45,0
20230622:1410,1629550,882.48,45.99,32.49,3.24,0
20230622:1510,1387200,741.08,35.26,31.89,2.83,0
20230622:1610,1117900,588.93,24.5,30.98,2.28,0
20230622:1710,838725,436.22,14.05,29.8,2,0
20230622:1810,29625,27.26,4.18,28.22,1.86,0
20230622:1910,0,0,0,26.41,1.03,0
20230622:2010,0,0,0,26.39,0.69,0
20230622:2110,0,0,0,24.45,1.17,0
20230622:2210,0,0,0,23.49,1.38,0
20230622:2310,0,0,0,23.67,1.17,0
20230623:0010,0,0,0,23.26,1.17,0
20230623:0110,0,0,0,21.76,1.72,0
20230623:0210,0,0,0,21.65,1.72,0
20230623:0310,0,0,0,21.53,1.79,0
20230623:0410,35700,30.61,7.83,21.43,1.86,0
20230623:0510,168100,99.7,17.96,23.32,1.31,0
20230623:0610,1357000,722.04,28.56,26.79,0.9,0
20230623:0710,1480975,787.46,39.35,28.29,2.14,0
20230623:0810,1255450,665.7,49.96,29.16,2.07,0
20230623:0910,1444900,777.34,59.75,29.81,2.07,0
20230623:1010,1377300,736.87,67.21,30.15,2.48,0
20230623:1110,1548750,831.93,69.39,30.29,2.76,0
20230623:1210,234275,136.74,64.84,30.57,3.03,0
20230623:1310,111700,73.76,56.23,30.4,2.97,0
20230623:1410,1522175,815.85,46.02,30.41,2.69,0
20230623:1510,221600,130.11,35.29,29.92,2.28,0
20230623:1610,857300,444.56,24.53,29.24,2.76,0
20230623:1710,540625,281.98,14.08,28.18,2.9,0
20230623:1810,234450,130.5,4.21,26.16,3.66,0
20230623:1910,0,0,0,26.87,1.79,0
20230623:2010,0,0,0,25.45,2,0
20230623:2110,0,0,0,24.04,3.03,0
20230623:2210,0,0,0,22.96,5.59,0
20230623:2310,0,0,0,22.27,6.07,0
20230624:0010,0,0,0,21.89,5.86,0
20230624:0110,0,0,0,21.63,5.38,0
20230624:0210,0,0,0,21.49,5.24,0
20230624:0310,0,0,0,21.1,5.1,0
20230624:0410,46150,36.44,7.79,20.82,5.59,0
20230624:0510,1066375,521.44,17.91,21.08,5.66,0
20230624:0610,314475,168.92,28.51,21.85,6.48,0
20230624:0710,972825,486.6,39.3,23.56,5.52,0
20230624:0810,1172250,593.37,49.92,24.92,4.97,0
20230624:0910,1785350,921.2,59.7,25.72,5.1,0
20230624:1010,1330550,683.52,67.18,26.05,4.48,0
20230624:1110,1679250,870.06,69.38,26.36,4.55,0
20230624:1210,1769300,918.27,64.85,26.77,4.97,0
20230624:1310,1836600,953.74,56.25,27.03,5.38,0
20230624:1410,1765550,909.98,46.05,26.78,5.72,0
20230624:1510,1665450,846.98,35.32,26.15,6.34,0
20230624:1610,1480025,741.56,24.56,25.38,6.76,0
20230624:1710,1009200,498.97,14.1,24.51,6.76,0
20230624:1810,237175,129.96,4.23,23.53,6.41,0
20230624:1910,0,0,0,22.76,6.41,0
20230624:2010,0,0,0,22.16,6.55,0
20230624:2110,0,0,0,21.78,6.41,0
20230624:2210,0,0,0,21.52,6.07,0
20230624:2310,0,0,0,21.31,5.79,0
20230625:0010,0,0,0,21.06,5.59,0
20230625:0110,0,0,0,20.78,5.72,0
20230625:0210,0,0,0,20.48,5.66,0
20230625:0310,0,0,0,20.29,5.72,0
20230625:0410,46325,36.44,7.74,20.12,5.66,0
20230625:0510,1274525,623.83,17.86,20.55,5.31,0
20230625:0610,1632775,813.18,28.46,21.57,5.52,0
20230625:0710,1814325,922.51,39.25,23.4,5.31,0
20230625:0810,1879675,970.63,49.87,24.67,4.83,0
20230625:0910,1833600,954.6,59.66,25.75,4.41,0
20230625:1010,1753175,917.71,67.14,26.69,4,0
20230625:1110,1703800,896.53,69.36,27.23,3.59,0
20230625:1210,1760275,933.29,64.85,27.6,3.38,0
20230625:1310,1819675,964.41,56.27,27.56,3.66,0
20230625:1410,1829150,964.6,46.07,27.43,4,0
20230625:1510,1768150,921.88,35.34,27.04,4.41,0
20230625:1610,1496450,763.9,24.58,26.35,4.69,0
20230625:1710,1100900,551.91,14.12,25.46,4.62,0
20230625:1810,350000,183.95,4.25,24.49,4.21,0
20230625:1910,0,0,0,23.61,4.55,0
20230625:2010,0,0,0,22.66,4.21,0
20230625:2110,0,0,0,21.92,3.93,0
20230625:2210,0,0,0,21.3,3.66,0
20230625:2310,0,0,0,20.74,3.45,0
20230626:0010,0,0,0,20.19,3.31,0
20230626:0110,0,0,0,19.69,3.31,0
20230626:0210,0,0,0,19.21,3.1,0
20230626:0310,0,0,0,18.83,3.17,0
20230626:0410,46650,36.44,7.68,18.7,3.31,0
20230626:0510,1383125,684.05,17.8,19.33,3.38,0
20230626:0610,1695000,856.75,28.4,21.16,3.86,0
20230626:0710,1843250,950.09,39.2,23.95,4.34,0
20230626:0810,1881200,983.39,49.81,25.53,4.14,0
20230626:0910,1830600,970.33,59.6,26.97,3.45,0
20230626:1010,1723650,923.25,67.09,28.08,2.69,0
20230626:1110,1673200,905.78,69.34,28.77,2.07,0
20230626:1210,1715100,937.33,64.85,29.01,1.79,0
20230626:1310,1775675,975.37,56.28,29.3,1.86,0
20230626:1410,1771575,970.49,46.09,29.46,2,0
20230626:1510,1704725,920.96,35.36,29.27,2.34,0
20230626:1610,1451875,763.87,24.6,28.91,2.76,0
20230626:1710,1079525,554.1,14.14,28.12,2.97,0
20230626:1810,343650,183.53,4.26,27.15,3.03,0
20230626:1910,0,0,0,25.98,2.97,0
20230626:2010,0,0,0,24.83,2.69,0
20230626:2110,0,0,0,23.67,2.55,0
20230626:2210,0,0,0,22.58,2.48,0
20230626:2310,0,0,0,21.64,2.34,0
20230627:0010,0,0,0,20.79,2.34,0
20230627:0110,0,0,0,20.11,2.28,0
20230627:0210,0,0,0,19.51,2.34,0
20230627:0310,0,0,0,19.03,2.28,0
20230627:0410,43975,34.98,7.63,18.78,2.21,0
20230627:0510,1190375,594.74,17.74,19.92,1.86,0
20230627:0610,1519025,793.49,28.35,22.99,1.38,0
20230627:0710,1676175,912.08,39.14,26.01,0.97,0
20230627:0810,1714600,962.29,49.75,27.76,0.41,0
20230627:0910,1682600,947.17,59.55,28.75,0.41,0
20230627:1010,1642950,911.67,67.04,29.54,0.97,0
20230627:1110,1626700,891.22,69.31,30.13,1.66,0
20230627:1210,1685050,916.48,64.85,30.47,2.41,0
20230627:1310,1731225,938.02,56.29,30.57,2.9,0
20230627:1410,1759600,948.9,46.1,30.11,3.1,0
20230627:1510,1571650,834.2,35.38,29.69,3.17,0
20230627:1610,795550,411.31,24.62,28.64,3.03,0
20230627:1710,601100,311.37,14.15,27.47,2.34,0
20230627:1810,199525,114.19,4.27,26.39,1.45,0
20230627:1910,0,0,0,25.26,1.66,0
20230627:2010,0,0,0,24.28,1.45,0
20230627:2110,0,0,0,23.31,1.31,0
20230627:2210,0,0,0,22.62,1.45,0
20230627:2310,0,0,0,22.48,2.14,0
20230628:0010,0,0,0,22.34,3.1,0
20230628:0110,0,0,0,21.68,4.14,0
20230628:0210,0,0,0,20.95,4.9,0
20230628:0310,0,0,0,20.3,5.03,0
20230628:0410,42475,34.25,7.56,19.88,4.9,0
20230628:0510,44900,35.64,17.68,20.18,4.9,0
20230628:0610,122525,76.24,28.28,20.78,4.69,0
20230628:0710,64425,46.41,39.07,20.98,5.17,0
20230628:0810,283875,154.98,49.69,21.59,5.38,0
20230628:0910,138625,84.53,59.48,21.65,5.31,0
20230628:1010,107000,68.79,66.98,22.03,4.83,0
20230628:1110,207325,119.34,69.27,23.77,4.41,0
20230628:1210,244700,138.4,64.83,24.88,3.59,0
20230628:1310,378325,204.7,56.29,25.72,3.03,0
20230628:1410,489700,259.48,46.11,25.87,2.55,0
20230628:1510,1042075,536.3,35.39,26.06,2.34,0
20230628:1610,965100,491.1,24.62,25.5,2.76,0
20230628:1710,530775,272.27,14.15,24.77,3.59,0
20230628:1810,7300,12.43,4.27,23.72,4.14,0
20230628:1910,0,0,0,21.95,3.93,0
20230628:2010,0,0,0,21.04,4.07,0
20230628:2110,0,0,0,20.3,4.07,0
20230628:2210,0,0,0,19.5,3.93,0
20230628:2310,0,0,0,18.85,3.79,0
20230629:0010,0,0,0,18.29,3.59,0
20230629:0110,0,0,0,17.8,3.45,0
20230629:0210,0,0,0,17.34,3.24,0
20230629:0310,0,0,0,16.95,3.17,0
20230629:0410,41850,33.52,7.49,16.72,3.03,0
20230629:0510,1449375,716.88,17.61,17.6,2.76,0
20230629:0610,1728025,878.57,28.22,19.76,2.9,0
20230629:0710,1883400,971.03,39.01,21.58,3.45,0
20230629:0810,1924075,1009.69,49.62,23.41,3.17,0
20230629:0910,1852400,989.19,59.42,24.94,2.34,0
20230629:1010,1720100,941.33,66.92,25.94,0.97,0
20230629:1110,1676350,918.92,69.22,26.58,0.9,0
20230629:1210,1740500,945.31,64.81,27.02,1.66,0
20230629:1310,1816500,983.3,56.29,27.31,2.21,0
20230629:1410,1842450,992.66,46.12,27.32,2.55,0
20230629:1510,1780050,946,35.39,27.08,2.97,0
20230629:1610,1526225,790.32,24.63,26.48,3.38,0
20230629:1710,1191025,602.49,14.16,25.43,3.52,0
20230629:1810,429700,222.09,4.26,24.43,2.83,0
20230629:1910,0,0,0,23.56,3.03,0
20230629:2010,0,0,0,22.68,2.48,0
20230629:2110,0,0,0,21.79,2,0
20230629:2210,0,0,0,20.38,1.45,0
20230629:2310,0,0,0,19.49,1.38,0
20230630:0010,0,0,0,18.54,1.45,0
20230630:0110,0,0,0,17.78,1.31,0
20230630:0210,0,0,0,17.45,1.03,0
20230630:0310,0,0,0,17.64,0.83,0
20230630:0410,41550,33.52,7.42,17.85,0.69,0
20230630:0510,1353400,697.09,17.54,19.29,0.28,0
20230630:0610,1603225,854.8,28.15,21.95,0.48,0
20230630:0710,1777075,950.25,38.94,23.4,1.45,0
20230630:0810,1844475,985.29,49.55,24.53,2.14,0
20230630:0910,1830975,967.67,59.34,25.39,3.03,0
20230630:1010,1761075,921.3,66.85,25.89,3.72,0
20230630:1110,0,0,0,26.19,4.07,0
20230630:1210,1777400,929.43,64.79,26.37,4.07,0
20230630:1310,1837275,966.41,56.28,26.44,3.86,0
20230630:1410,1843900,966.18,46.11,26.38,4.14,0
20230630:1510,1721175,895.07,35.39,25.79,3.79,0
20230630:1610,1493225,767.11,24.63,25.22,3.31,0
20230630:1710,709500,358.65,14.15,24.43,3.03,0
20230630:1810,725,6.63,4.25,23.56,2.55,0
20230630:1910,0,0,0,22.57,1.45,0
20230630:2010,0,0,0,21.8,1.24,0
20230630:2110,0,0,0,21.17,1.31,0
20230630:2210,0,0,0,20.57,1.1,0
20230630:2310,0,0,0,20.42,1.38,0
20230701:0010,0,0,0,20.23,2,0
20230701:0110,0,0,0,19.77,2.28,0
20230701:0210,0,0,0,19.81,2.28,0
20230701:0310,0,0,0,19.82,2.14,0
20230701:0410,0,5.1,7.35,19.41,2.48,0
20230701:0510,167525,97.59,17.47,19.53,3.17,0
20230701:0610,839875,416.37,28.07,20.36,3.59,0
20230701:0710,1580275,801.82,38.86,20.94,3.1,0
20230701:0810,881875,443.7,49.48,20.68,2.62,0
20230701:0910,489725,254.04,59.27,20.48,2.21,0
20230701:1010,794125,402.74,66.77,20.68,2.41,0
20230701:1110,128100,79.56,69.11,21.94,2.28,0
20230701:1210,141975,87.02,64.76,23.46,2.69,0
20230701:1310,369650,198.07,56.27,22.91,2.76,0
20230701:1410,1197150,604.01,46.11,21.45,2.76,0
20230701:1510,1545850,797.66,35.39,21.17,1.72,0
20230701:1610,1296275,662.16,24.62,20.67,1.03,0
20230701:1710,864075,433.6,14.14,20.38,0.76,0
20230701:1810,33900,28.91,4.24,19.6,1.31,0
20230701:1910,0,0,0,19.46,1.03,0
20230701:2010,0,0,0,19.44,1.38,0
20230701:2110,0,0,0,19.26,1.45,0
20230701:2210,0,0,0,18.77,1.31,0
20230701:2310,0,0,0,18.33,1.1,0
20230702:0010,0,0,0,17.87,1.1,0
20230702:0110,0,0,0,17.12,1.24,0
20230702:0210,0,0,0,16.78,1.45,0
20230702:0310,0,0,0,16.54,1.52,0
20230702:0410,41900,33.52,7.27,16.32,1.45,0
20230702:0510,1256825,630.48,17.39,17.76,0.9,0
20230702:0610,1563850,819.13,27.99,19.88,0.55,0
20230702:0710,1725400,928.8,38.78,22.29,0.69,0
20230702:0810,1771125,958.87,49.4,23.55,0.97,0
20230702:0910,1514950,806.85,59.19,24.62,1.17,0
20230702:1010,1492250,791.13,66.69,25.43,1.66,0
20230702:1110,1666850,887.69,69.05,26.04,2.07,0
20230702:1210,1736000,921.94,64.72,26.34,2.62,0
20230702:1310,1794975,951.94,56.25,26.36,2.97,0
20230702:1410,1813225,960.02,46.1,26.48,3.17,0
20230702:1510,1723050,904.66,35.38,26.4,3.24,0
20230702:1610,1451825,747.76,24.61,25.89,3.17,0
20230702:1710,1068400,540.56,14.13,25.25,2.9,0
20230702:1810,293300,157.71,4.22,24.43,2.48,0
20230702:1910,0,0,0,23.45,2.48,0
20230702:2010,0,0,0,22.85,2.07,0
20230702:2110,0,0,0,22.19,1.72,0
20230702:2210,0,0,0,21.23,1.45,0
20230702:2310,0,0,0,20.93,1.03,0
20230703:0010,0,0,0,20.66,0.97,0
20230703:0110,0,0,0,20.22,0.97,0
20230703:0210,0,0,0,19.58,0.97,0
20230703:0310,0,0,0,18.91,0.97,0
20230703:0410,40075,32.79,7.18,18.64,0.9,0
20230703:0510,1251800,639.07,17.31,20.05,0.55,0
20230703:0610,1548425,826.93,27.91,22.89,0.41,0
20230703:0710,1730800,935.79,38.7,24.14,0.97,0
20230703:0810,1791500,972.25,49.31,25.35,1.38,0
20230703:0910,1780125,961.6,59.1,26.21,1.79,0
20230703:1010,1708675,915.58,66.61,26.84,2.14,0
20230703:1110,1677475,894.36,68.97,27.28,2.48,0
20230703:1210,1739475,927.65,64.67,27.59,2.83,0
20230703:1310,1795450,959.6,56.22,27.7,2.97,0
20230703:1410,1811100,966.51,46.08,27.54,3.03,0
20230703:1510,1721300,905.91,35.36,26.99,3.31,0
20230703:1610,1450475,756.46,24.6,26.25,2.28,0
20230703:1710,1072375,550.58,14.11,25.75,1.59,0
20230703:1810,321525,172.3,4.19,25,0.9,0
20230703:1910,0,0,0,24.9,0.48,0
20230703:2010,0,0,0,24.55,0.34,0
20230703:2110,0,0,0,24.1,0.34,0
20230703:2210,0,0,0,23.55,0.41,0
20230703:2310,0,0,0,21.74,0.9,0
20230704:0010,0,0,0,19.94,1.1,0
20230704:0110,0,0,0,19.54,1.1,0
20230704:0210,0,0,0,19.09,1.17,0
20230704:0310,0,0,0,18.73,1.31,0
20230704:0410,37525,31.33,7.09,18.59,1.31,0
20230704:0510,702300,352.56,17.22,20.09,1.03,0
20230704:0610,1317650,688.55,27.83,22.62,0.48,0
20230704:0710,1705950,914.25,38.62,24.65,1.38,0
20230704:0810,861800,450.05,49.23,25.5,0.9,0
20230704:0910,1423975,779.1,59.01,26.79,0.21,0
20230704:1010,1662900,910.36,66.51,27.57,1.1,0
20230704:1110,1652300,889.27,68.9,28.06,2.07,0
20230704:1210,1698875,907.47,64.62,28.44,2.9,0
20230704:1310,1768500,940.83,56.19,28.34,3.45,0
20230704:1410,1756850,925.23,46.06,27.33,3.72,0
20230704:1510,1207350,622.49,35.34,27.18,3.24,0
20230704:1610,744675,384.6,24.58,26.68,1.86,0
20230704:1710,465150,245.11,14.08,26.34,0.97,0
20230704:1810,88875,59.15,4.16,25.71,1.24,0
20230704:1910,0,0,0,24.38,2,0
20230704:2010,0,0,0,23.55,1.79,0
20230704:2110,0,0,0,22.97,1.86,0
20230704:2210,0,0,0,22.51,1.93,0
20230704:2310,0,0,0,21.89,1.86,0
20230705:0010,0,0,0,21.28,1.79,0
20230705:0110,0,0,0,20.73,1.79,0
20230705:0210,0,0,0,20.18,1.72,0
20230705:0310,0,0,0,19.78,1.72,0
20230705:0410,38600,32.06,7,19.6,1.72,0
20230705:0510,1282400,647.11,17.13,20.46,1.59,0
20230705:0610,1604925,835.56,27.74,22.22,1.66,0
20230705:0710,0,0,0,24.66,1.45,0
20230705:0810,1798550,987.42,49.14,26.03,1.1,0
20230705:0910,1755825,943.12,58.92,27.03,2.28,0
20230705:1010,1733025,925.33,66.41,27.65,2.76,0
20230705:1110,1704825,907.6,68.81,28.13,3.03,0
20230705:1210,1750000,931.48,64.56,28.45,3.38,0
20230705:1310,1816525,968.01,56.15,28.45,3.59,0
20230705:1410,1824550,969.97,46.03,28.2,3.66,0
20230705:1510,1729550,915.14,35.32,27.84,3.31,0
20230705:1610,1490350,774.95,24.55,27.27,3.17,0
20230705:1710,1107750,564.7,14.05,26.63,2.97,0
20230705:1810,294225,159.07,4.12,25.72,2.28,0
20230705:1910,0,0,0,24.45,1.59,0
20230705:2010,0,0,0,23.16,1.52,0
20230705:2110,0,0,0,22.37,1.72,0
20230705:2210,0,0,0,21.96,2,0
20230705:2310,0,0,0,21.46,2,0
20230706:0010,0,0,0,20.32,1.66,0
20230706:0110,0,0,0,19.66,1.45,0
20230706:0210,0,0,0,19.67,1.66,0
20230706:0310,0,0,0,19.67,1.79,0
20230706:0410,38650,32.06,6.91,19.37,1.72,0
20230706:0510,1239325,624.98,17.04,20.44,1.45,0
20230706:0610,1582475,827.26,27.65,22.6,1.45,0
20230706:0710,1754500,924.96,38.44,24.89,2.55,0
20230706:0810,1820850,975.79,49.04,26.14,2.34,0
20230706:0910,1760600,954.46,58.82,27.07,1.79,0
20230706:1010,1645725,892.72,66.31,27.62,1.52,0
20230706:1110,1558900,841.22,68.72,28.22,1.72,0
20230706:1210,1693250,917.34,64.5,28.71,2.07,0
20230706:1310,1725475,933.4,56.11,29.04,2.41,0
20230706:1410,1772250,957.48,46,29.22,2.69,0
20230706:1510,1378025,725.17,35.29,28.87,2.69,0
20230706:1610,1402625,736.28,24.52,28.24,2.41,0
20230706:1710,640750,330.74,14.02,27.51,2.48,0
20230706:1810,176475,102.91,4.08,26.69,2.41,0
20230706:1910,0,0,0,25.21,2.55,0
20230706:2010,0,0,0,24.21,2.69,0
20230706:2110,0,0,0,23.45,2.76,0
20230706:2210,0,0,0,22.83,2.76,0
20230706:2310,0,0,0,22.22,2.83,0
20230707:0010,0,0,0,21.68,2.83,0
20230707:0110,0,0,0,21.28,2.9,0
20230707:0210,0,0,0,20.93,2.76,0
20230707:0310,0,0,0,20.58,2.83,0
20230707:0410,38475,32.06,6.81,20.39,2.83,0
20230707:0510,1175025,585.51,16.94,21.23,2.76,0
20230707:0610,1589675,811.96,27.55,22.96,3.24,0
20230707:0710,1768825,924.27,38.35,25.06,3.31,0
20230707:0810,1843075,975.47,48.95,26.15,3.24,0
20230707:0910,1801025,954.8,58.71,27.02,3.31,0
20230707:1010,1634725,864.46,66.2,27.75,3.24,0
20230707:1110,1461375,770.1,68.62,28.22,3.24,0
20230707:1210,1635150,866.71,64.43,28.48,3.38,0
20230707:1310,1715100,902.01,56.06,27.31,3.79,0
20230707:1410,1502450,784.04,45.96,27.96,3.86,0
20230707:1510,1671350,877.47,35.26,28.04,3.79,0
20230707:1610,1437300,742.82,24.48,27.72,3.79,0
20230707:1710,1098825,558.22,13.98,27.07,3.72,0
20230707:1810,330675,176.27,4.03,26.1,3.52,0
20230707:1910,0,0,0,24.76,3.17,0
20230707:2010,0,0,0,23.74,3.03,0
20230707:2110,0,0,0,22.77,2.9,0
20230707:2210,0,0,0,21.9,2.83,0
20230707:2310,0,0,0,21.13,2.9,0
20230708:0010,0,0,0,20.39,2.76,0
20230708:0110,0,0,0,19.69,2.69,0
20230708:0210,0,0,0,19.09,2.76,0
20230708:0310,0,0,0,18.6,2.76,0
20230708:0410,36350,30.61,6.7,18.33,2.62,0
20230708:0510,1314550,653.41,16.84,19.24,2.48,0
20230708:0610,1646300,847.1,27.46,21.54,2.34,0
20230708:0710,1819375,951.33,38.25,23.51,2.9,0
20230708:0810,1860450,993.02,48.85,25.06,2.41,0
20230708:0910,1788650,977.4,58.61,26.42,1.38,0
20230708:1010,1696075,942.04,66.09,27.32,0.62,0
20230708:1110,1668925,906.92,68.51,28.08,1.66,0
20230708:1210,1747325,944.03,64.35,28.53,2.41,0
20230708:1310,1816600,981.04,56.01,28.8,2.83,0
20230708:1410,1839275,990.24,45.92,28.84,3.1,0
20230708:1510,1754425,935.93,35.22,28.47,3.1,0
20230708:1610,1512100,790.67,24.44,27.89,3.1,0
20230708:1710,1139700,581.52,13.93,27.14,3.31,0
20230708:1810,361000,190.85,3.98,26.19,3.17,0
20230708:1910,0,0,0,25.01,2.55,0
20230708:2010,0,0,0,24.09,2.28,0
20230708:2110,0,0,0,23.28,2.14,0
20230708:2210,0,0,0,21.83,1.66,0
20230708:2310,0,0,0,20.86,1.52,0
20230709:0010,0,0,0,20.2,1.66,0
20230709:0110,0,0,0,19.68,1.79,0
20230709:0210,0,0,0,19.24,1.79,0
20230709:0310,0,0,0,18.96,1.79,0
20230709:0410,36200,30.61,6.6,18.9,1.79,0
20230709:0510,1223600,615.42,16.74,20.41,1.59,0
20230709:0610,1562250,821.62,27.36,23.48,1.31,0
20230709:0710,1730450,927.4,38.15,26.21,1.93,0
20230709:0810,1788975,972.24,48.74,27.87,2,0
20230709:0910,1748025,959.56,58.5,29.13,1.72,0
20230709:1010,1668775,921.43,65.97,30.24,1.45,0
20230709:1110,1616025,900.29,68.4,30.91,1.03,0
20230709:1210,1656175,926.84,64.27,31.37,1.1,0
20230709:1310,1721850,961.34,55.95,31.62,1.52,0
20230709:1410,1747425,968.27,45.87,31.79,2,0
20230709:1510,1663625,905.72,35.17,31.58,2.48,0
20230709:1610,1418575,755.14,24.4,31.14,2.62,0
20230709:1710,1033475,537.29,13.88,30.4,2.69,0
20230709:1810,270100,149.78,3.92,29.33,2.55,0
20230709:1910,0,0,0,27.86,2.41,0
20230709:2010,0,0,0,26.57,2.41,0
20230709:2110,0,0,0,25.33,2.48,0
20230709:2210,0,0,0,24.09,2.41,0
20230709:2310,0,0,0,23.01,2.34,0
20230710:0010,0,0,0,22.14,2.28,0
20230710:0110,0,0,0,21.42,2.28,0
20230710:0210,0,0,0,20.8,2.34,0
20230710:0310,0,0,0,20.15,2.28,0
20230710:0410,31050,27.69,6.49,19.73,2.21,0
20230710:0510,949950,473.23,16.63,20.54,1.86,0
20230710:0610,1397150,726.59,27.25,23.48,1.31,0
20230710:0710,1601475,875.06,38.05,27,0.76,0
20230710:0810,1701625,957.44,48.64,28.76,0.48,0
20230710:0910,1705600,957.78,58.38,29.97,0.83,0
20230710:1010,1648200,920.52,65.84,30.85,1.03,0
20230710:1110,1625400,899.47,68.28,31.66,1.59,0
20230710:1210,1691400,926.25,64.18,32.2,2.62,0
20230710:1310,1763375,959.68,55.88,32.26,3.38,0
20230710:1410,1785825,965.59,45.81,31.93,3.79,0
20230710:1510,1704775,910.22,35.12,31.35,4.07,0
20230710:1610,1446300,759.34,24.34,30.63,3.79,0
20230710:1710,1047600,542.24,13.82,29.8,2.9,0
20230710:1810,332075,179.61,3.86,28.71,1.86,0
20230710:1910,0,0,0,26.89,1.31,0
20230710:2010,0,0,0,27.55,0.55,0
20230710:2110,0,0,0,27.2,0.07,0
20230710:2210,0,0,0,26.54,0.34,0
20230710:2310,0,0,0,25.68,0.28,0
20230711:0010,0,0,0,25.06,0.34,0
20230711:0110,0,0,0,24.52,0.69,0
20230711:0210,0,0,0,23.9,0.9,0
20230711:0310,0,0,0,21.72,1.31,0
20230711:0410,33400,29.15,6.37,20.45,1.72,0
20230711:0510,999950,504.08,16.53,21.63,1.24,0
20230711:0610,1453150,774.19,27.15,25.58,0.83,0
20230711:0710,1674525,922.7,37.94,27.33,0.76,0
20230711:0810,1731525,956.25,48.53,28.92,1.31,0
20230711:0910,1737125,951.56,58.26,30.09,2.07,0
20230711:1010,1691325,915.47,65.71,30.91,2.9,0
20230711:1110,1663800,894.63,68.15,31.29,3.45,0
20230711:1210,1712700,920.46,64.08,31.33,3.72,0
20230711:1310,1777475,958.7,55.81,31.19,3.66,0
20230711:1410,1776675,958.92,45.75,30.94,3.45,0
20230711:1510,1680175,901.64,35.06,30.61,3.17,0
20230711:1610,1407850,743.25,24.29,30.02,2.76,0
20230711:1710,984650,509.9,13.76,29.3,2.34,0
20230711:1810,243100,136.16,3.79,28.39,1.93,0
20230711:1910,0,0,0,27.16,1.31,0
20230711:2010,0,0,0,26.11,1.79,0
20230711:2110,0,0,0,25.78,2.41,0
20230711:2210,0,0,0,25.02,2.34,0
20230711:2310,0,0,0,24.59,2.41,0
20230712:0010,0,0,0,24.32,2.76,0
20230712:0110,0,0,0,24.07,2.9,0
20230712:0210,0,0,0,23.93,2.76,0
20230712:0310,0,0,0,23.82,2.83,0
20230712:0410,31575,28.42,6.26,23.75,2.97,0
20230712:0510,936000,472.71,16.41,24.66,2.69,0
20230712:0610,1382650,715.28,27.04,26.86,3.03,0
20230712:0710,1559425,819.53,37.83,28.62,3.52,0
20230712:0810,1754225,934.13,48.41,30.08,4.07,0
20230712:0910,1719600,916.14,58.14,30.99,4.41,0
20230712:1010,1691850,894.92,65.57,31.34,5.24,0
20230712:1110,1679600,884.49,68.02,31.43,5.79,0
20230712:1210,1723675,909.62,63.98,31.32,5.66,0
20230712:1310,1761950,933.81,55.73,31.29,5.31,0
20230712:1410,1637275,864.02,45.69,31.1,5.03,0
20230712:1510,1603350,844,35,30.7,4.62,0
20230712:1610,1331975,691,24.22,30.11,4.34,0
20230712:1710,867375,444.8,13.69,29.53,4.07,0
20230712:1810,152575,91.81,3.71,28.78,3.52,0
20230712:1910,0,0,0,27.64,2.83,0
20230712:2010,0,0,0,26.92,3.17,0
20230712:2110,0,0,0,26.49,3.52,0
20230712:2210,0,0,0,26.21,3.86,0
20230712:2310,0,0,0,26.12,4.14,0
20230713:0010,0,0,0,26.08,4,0
20230713:0110,0,0,0,25.98,3.72,0
20230713:0210,0,0,0,25.87,3.45,0
20230713:0310,0,0,0,25.78,3.45,0
20230713:0410,31250,28.42,6.14,25.72,4.21,0
20230713:0510,891450,449.11,16.3,26.61,5.1,0
20230713:0610,1256525,638.81,26.93,28.07,5.79,0
20230713:0710,1595850,825.87,37.72,29.21,5.86,0
20230713:0810,1718600,897.98,48.3,29.92,5.93,0
20230713:0910,1712325,897.05,58.01,30.58,6.14,0
20230713:1010,846875,443.5,65.43,31.16,6.14,0
20230713:1110,514225,276.89,67.88,31.62,6.34,0
20230713:1210,816575,429.12,63.87,31.74,6.21,0
20230713:1310,232925,135.91,55.65,31.01,5.45,0
20230713:1410,104050,69.61,45.62,30.44,5.38,0
20230713:1510,178475,107.74,34.94,29.5,4.48,0
20230713:1610,460300,244.69,24.16,28.71,4,0
20230713:1710,900675,461.58,13.62,28.44,3.1,0
20230713:1810,61850,45.3,3.63,27.82,2,0
20230713:1910,0,0,0,27.1,1.24,0
20230713:2010,0,0,0,26.19,1.38,0
20230713:2110,0,0,0,25.33,1.52,0
20230713:2210,0,0,0,24.72,1.45,0
20230713:2310,0,0,0,24.3,2,0
20230714:0010,0,0,0,23.72,2.14,0
20230714:0110,0,0,0,23.55,2.41,0
20230714:0210,0,0,0,23.72,2.62,0
20230714:0310,0,0,0,23.63,2.83,0
20230714:0410,15400,18.22,6.01,23.43,3.24,0
20230714:0510,1116125,559.77,16.18,23.82,3.38,0
20230714:0610,1530075,784.53,26.81,25.11,3.66,0
20230714:0710,1727825,904.97,37.6,26.87,3.72,0
20230714:0810,1789875,955.22,48.18,28.43,3.31,0
20230714:0910,1751800,951.75,57.88,29.95,2.55,0
20230714:1010,1621225,898.15,65.29,31.12,1.38,0
