time,P,G(i),H_sun,T2m,WS10m,Int
20230323:0610,1316225,626.46,12.53,7.39,0.97,0
20230323:0710,1689550,853.27,22.88,11.57,0.55,0
20230323:0810,1842725,972.45,32.34,14.47,0.21,0
20230323:0910,1932275,1015.09,40.2,15.83,0.97,0
20230323:1010,1984625,1040.88,45.47,16.76,1.45,0
20230323:1110,1986775,1038.19,47.11,17.43,1.79,0
20230323:1210,2043175,1066.49,44.69,17.78,2.14,0
20230323:1310,1755600,892.03,38.81,17.84,2.55,0
20230323:1410,1885175,961.37,30.56,17.42,2.55,0
20230323:1510,1592800,795.91,20.87,16.82,2.28,0
20230323:1610,466625,233.25,10.41,15.96,1.59,0
20230323:1710,0,0,0,14.99,1.17,0
20230323:1810,0,0,0,14.39,0.48,0
20230323:1910,0,0,0,14.76,0,0
20230323:2010,0,0,0,14.24,0.48,0
20230323:2110,0,0,0,13.68,0.62,0
20230323:2210,0,0,0,13.12,0.76,0
20230323:2310,0,0,0,12.01,1.1,0
20230324:0010,0,0,0,10.38,1.45,0
20230324:0110,0,0,0,9.43,1.72,0
20230324:0210,0,0,0,8.65,2,0
20230324:0310,0,0,0,8.42,2,0
20230324:0410,0,0,0,8.46,1.93,0
20230324:0510,0,2.91,2.12,8.43,1.86,0
20230324:0610,1281750,607.41,12.87,9.07,1.86,0
20230324:0710,1702700,844.46,23.23,13.08,1.93,0
20230324:0810,1893300,953.14,32.71,15.12,2.62,0
20230324:0910,1947250,988,40.59,16.21,2.83,0
20230324:1010,2000575,1021.94,45.88,16.91,2.9,0
20230324:1110,1991650,1017.11,47.5,17.32,3.03,0
20230324:1210,2034325,1039.97,45.04,17.45,3.17,0
20230324:1310,1981325,1009.52,39.12,17.4,3.1,0
20230324:1410,1837575,927.18,30.82,17.18,2.97,0
20230324:1510,1285425,629.62,21.11,16.72,2.76,0
20230324:1610,352300,180.42,10.63,15.9,2.21,0
20230324:1710,0,0,0,14.85,1.79,0
20230324:1810,0,0,0,13.88,1.72,0
20230324:1910,0,0,0,12.97,1.86,0
20230324:2010,0,0,0,12.04,1.72,0
20230324:2110,0,0,0,11.25,1.79,0
20230324:2210,0,0,0,10.91,2,0
20230324:2310,0,0,0,10.89,2.07,0
20230325:0010,0,0,0,11.17,2.28,0
20230325:0110,0,0,0,11.26,2.21,0
20230325:0210,0,0,0,10.38,1.52,0
20230325:0310,0,0,0,11.09,1.17,0
20230325:0410,0,0,0,10.05,1.59,0
20230325:0510,900,6.56,2.45,9.72,2.14,0
20230325:0610,1248250,594.12,13.2,10.19,1.86,0
20230325:0710,1570650,789.85,23.57,13.64,0.83,0
20230325:0810,1694700,861.73,33.07,15.19,1.31,0
20230325:0910,1290775,638.8,40.98,15.72,2,0
20230325:1010,1423050,704.76,46.28,16.03,2.69,0
20230325:1110,1012525,496.07,47.89,15.96,3.1,0
20230325:1210,1187550,581.69,45.39,15.89,3.1,0
20230325:1310,1140800,556.17,39.42,15.98,3.45,0
20230325:1410,935825,454.18,31.09,15.75,3.52,0
20230325:1510,1668175,822.15,21.34,15.23,3.03,0
20230325:1610,4575,9.94,10.85,14.62,2,0
20230325:1710,0,0,0,13.91,1.38,0
20230325:1810,0,0,0,12.71,0.97,0
20230325:1910,0,0,0,11.28,1.38,0
20230325:2010,0,0,0,10.32,1.38,0
20230325:2110,0,0,0,9.67,1.31,0
20230325:2210,0,0,0,8.97,1.31,0
20230325:2310,0,0,0,8.3,1.24,0
20230326:0010,0,0,0,7.76,1.31,0
20230326:0110,0,0,0,6.97,1.31,0
20230326:0210,0,0,0,6.81,1.45,0
20230326:0310,0,0,0,6.81,1.66,0
20230326:0410,0,0,0,6.69,1.79,0
20230326:0510,0,5.1,2.78,6.65,1.86,0
20230326:0610,736750,347.3,13.53,8.08,1.59,0
20230326:0710,1508400,740.12,23.92,12.23,1.59,0
20230326:0810,1853500,928.34,33.44,14.41,2.55,0
20230326:0910,1766975,876.33,41.36,15.25,3.45,0
20230326:1010,1833800,909.07,46.68,15.36,3.93,0
20230326:1110,1675875,824.57,48.28,15.61,4.21,0
20230326:1210,2086450,1043.47,45.75,15.71,4.34,0
20230326:1310,1659850,814.28,39.73,15.46,4.14,0
20230326:1410,1642275,803.01,31.35,15.21,4,0
20230326:1510,1665900,811.11,21.58,15.07,4.14,0
20230326:1610,1211550,578.36,11.07,14.55,3.93,0
20230326:1710,0,0,0,13.81,4.28,0
20230326:1810,0,0,0,13.11,4.9,0
20230326:1910,0,0,0,12.94,5.38,0
20230326:2010,0,0,0,12.78,6.07,0
20230326:2110,0,0,0,12.87,6,0
20230326:2210,0,0,0,12.62,5.31,0
20230326:2310,0,0,0,12.24,4.55,0
20230327:0010,0,0,0,12.18,3.93,0
20230327:0110,0,0,0,11.85,4.14,0
20230327:0210,0,0,0,10.62,5.66,0
20230327:0310,0,0,0,10.06,4.83,0
20230327:0410,0,0,0,9.8,4,0
20230327:0510,900,6.56,3.11,9.73,3.59,0
20230327:0610,1370375,643.16,13.87,9.88,3.79,0
20230327:0710,1871850,888.13,24.26,9.64,5.03,0
20230327:0810,2055775,989.77,33.8,10.23,4.9,0
20230327:0910,1453900,687.91,41.75,11.28,5.59,0
20230327:1010,1473500,700.79,47.08,12.39,6,0
20230327:1110,601775,294.73,48.67,13.32,5.93,0
20230327:1210,1176225,562.71,46.1,14.08,5.86,0
20230327:1310,2104400,1031.7,40.03,14.28,5.59,0
20230327:1410,1968200,961.71,31.61,14.28,5.1,0
20230327:1510,1342150,635.43,21.81,12.5,4.83,0
20230327:1610,1068575,502.05,11.29,12.44,4.76,0
20230327:1710,0,0,0,10.87,6.41,0
20230327:1810,0,0,0,9.1,6.55,0
20230327:1910,0,0,0,8.25,6.69,0
20230327:2010,0,0,0,8.22,6.55,0
20230327:2110,0,0,0,7.9,6.41,0
20230327:2210,0,0,0,7.57,5.93,0
20230327:2310,0,0,0,7.19,5.52,0
20230328:0010,0,0,0,6.83,5.1,0
20230328:0110,0,0,0,6.57,4.83,0
20230328:0210,0,0,0,6.11,4.69,0
20230328:0310,0,0,0,5.65,4.55,0
20230328:0410,0,0,0,5.25,4.41,0
20230328:0510,7250,11.66,3.44,4.93,4.21,0
20230328:0610,1577075,728.06,14.2,5.35,4,0
20230328:0710,1945450,920.95,24.6,6.68,4.07,0
20230328:0810,2136625,1023.68,34.16,7.88,4.62,0
20230328:0910,2232425,1078.74,42.13,8.92,4.9,0
20230328:1010,2207625,1069.52,47.48,9.81,5.03,0
20230328:1110,1752350,837.4,49.06,10.44,5.03,0
20230328:1210,1250675,591.24,46.45,10.82,5.24,0
20230328:1310,1135775,535.67,40.33,11.24,5.72,0
20230328:1410,377300,190.39,31.87,11.4,5.52,0
20230328:1510,677225,322.31,22.04,11.28,5.59,0
20230328:1610,839275,392.79,11.51,10.84,4.97,0
20230328:1710,0,0,0,9.97,4.14,0
20230328:1810,0,0,0,8.99,3.45,0
20230328:1910,0,0,0,8.64,2.9,0
20230328:2010,0,0,0,7.83,2.41,0
20230328:2110,0,0,0,6.74,2.21,0
20230328:2210,0,0,0,5.58,2.21,0
20230328:2310,0,0,0,4.95,2.34,0
20230329:0010,0,0,0,4.51,2.34,0
20230329:0110,0,0,0,4.07,2.21,0
20230329:0210,0,0,0,3.96,2.28,0
20230329:0310,0,0,0,3.85,2.28,0
20230329:0410,0,0,0,4.11,2.28,0
20230329:0510,7250,11.66,3.77,4.77,2.83,0
20230329:0610,546850,258.25,14.53,5.76,2.62,0
20230329:0710,657925,311.24,24.95,7.39,2.9,0
20230329:0810,449725,221.87,34.52,9.5,3.79,0
20230329:0910,718050,344.24,42.52,10.62,4.48,0
20230329:1010,1960500,949.61,47.87,11.34,4.76,0
20230329:1110,1807925,872.84,49.44,11.77,4.76,0
20230329:1210,1634550,788.39,46.79,12.33,4.41,0
20230329:1310,1108800,529.61,40.63,12.5,4.21,0
20230329:1410,1295600,619.18,32.13,12.41,3.79,0
20230329:1510,1807650,877.15,22.27,12.12,3.66,0
20230329:1610,903625,426.53,11.72,11.63,3.31,0
20230329:1710,0,0,0,10.83,2.9,0
20230329:1810,0,0,0,9.91,2.97,0
20230329:1910,0,0,0,9.5,3.1,0
20230329:2010,0,0,0,9.08,2.83,0
20230329:2110,0,0,0,8.8,2.55,0
20230329:2210,0,0,0,8.57,2.21,0
20230329:2310,0,0,0,8.26,2.21,0
20230330:0010,0,0,0,8.28,2.14,0
20230330:0110,0,0,0,8.26,2.28,0
20230330:0210,0,0,0,8.12,2.55,0
20230330:0310,0,0,0,7.92,2.62,0
20230330:0410,0,0,0,7.9,2.62,0
20230330:0510,0,2.91,4.09,7.75,2.62,0
20230330:0610,109975,66.53,14.86,8.46,2.48,0
20230330:0710,783225,372.24,25.29,10.32,2.97,0
20230330:0810,1420475,680.83,34.88,11.68,3.45,0
20230330:0910,1239975,594.59,42.9,12.54,3.79,0
20230330:1010,1551200,752.22,48.27,13.18,3.93,0
20230330:1110,1188725,573.17,49.83,13.75,4.14,0
20230330:1210,842850,408.07,47.14,13.96,4.34,0
20230330:1310,1023225,491.96,40.92,14.11,4.48,0
20230330:1410,1314200,630.76,32.38,13.99,4.34,0
20230330:1510,846700,404.69,22.5,13.68,4.28,0
20230330:1610,590250,284.54,11.94,13.03,3.86,0
20230330:1710,0,0,0,12.23,3.38,0
20230330:1810,0,0,0,11.34,3.38,0
20230330:1910,0,0,0,10.71,3.59,0
20230330:2010,0,0,0,10.35,3.52,0
20230330:2110,0,0,0,10.02,3.66,0
20230330:2210,0,0,0,9.81,3.24,0
20230330:2310,0,0,0,9.65,2.69,0
20230331:0010,0,0,0,9.36,2.62,0
20230331:0110,0,0,0,9.08,2.76,0
20230331:0210,0,0,0,8.78,2.69,0
20230331:0310,0,0,0,8.61,2.55,0
20230331:0410,0,0,0,8.52,2.69,0
20230331:0510,11225,14.57,4.42,8.56,2.83,0
20230331:0610,1368250,646.64,15.19,9.4,2.69,0
20230331:0710,1730525,847.44,25.63,11.85,2.48,0
20230331:0810,1407825,680.14,35.24,13.34,3.45,0
20230331:0910,1311250,632.85,43.28,14.1,4.14,0
20230331:1010,1449925,701.61,48.67,14.81,4.97,0
20230331:1110,1325375,638.79,50.21,14.74,5.31,0
20230331:1210,785275,381.23,47.48,14.66,5.38,0
20230331:1310,587875,289.62,41.22,14.56,5.38,0
20230331:1410,1804625,872.61,32.63,14.42,5.66,0
20230331:1510,1470725,699.7,22.73,14.09,5.86,0
20230331:1610,348400,176.1,12.15,13.5,5.38,0
20230331:1710,0,0,0,12.83,4.97,0
20230331:1810,0,0,0,12.18,4.55,0
20230331:1910,0,0,0,12.47,4.62,0
20230331:2010,0,0,0,12.32,4.76,0
20230331:2110,0,0,0,12.39,5.1,0
20230331:2210,0,0,0,12.32,4.9,0
20230331:2310,0,0,0,12.15,4.76,0
20230401:0010,0,0,0,12.15,4.28,0
20230401:0110,0,0,0,12.08,3.72,0
20230401:0210,0,0,0,11.94,3.79,0
20230401:0310,0,0,0,11.78,3.52,0
20230401:0410,0,0,0,11.22,3.31,0
20230401:0510,0,2.91,4.74,10.65,3.31,0
20230401:0610,66300,45.58,15.51,10.68,3.66,0
20230401:0710,1851150,895.43,25.96,11.45,3.93,0
20230401:0810,1978375,975.86,35.59,12.23,3.38,0
20230401:0910,2019325,1011.75,43.66,13.72,3.1,0
20230401:1010,2041300,1037.09,49.06,14.92,2.76,0
20230401:1110,1937925,983.37,50.6,15.81,2.76,0
20230401:1210,2062575,1061.23,47.82,16.53,2.62,0
20230401:1310,2012575,1030.66,41.51,16.82,2.76,0
20230401:1410,1891150,951.67,32.89,16.45,3.17,0
20230401:1510,1628675,805.24,22.95,15.61,2.83,0
20230401:1610,1178250,570.69,12.36,15.09,2.34,0
20230401:1710,0,0,0,14.44,1.52,0
20230401:1810,0,0,0,13.58,0.69,0
20230401:1910,0,0,0,11.55,1.17,0
20230401:2010,0,0,0,12.21,0.83,0
20230401:2110,0,0,0,11.98,0.34,0
20230401:2210,0,0,0,11.2,0.9,0
20230401:2310,0,0,0,9.12,1.24,0
20230402:0010,0,0,0,8.28,1.31,0
20230402:0110,0,0,0,7.6,1.52,0
20230402:0210,0,0,0,7.58,1.59,0
20230402:0310,0,0,0,7.32,1.66,0
20230402:0410,0,0,0,6.86,1.52,0
20230402:0510,19450,19.68,5.07,6.49,1.45,0
20230402:0610,214875,114.7,15.84,7.92,1.17,0
20230402:0710,767700,371.08,26.3,11.67,1.31,0
20230402:0810,1461850,728.24,35.95,13.78,1.24,0
20230402:0910,1913425,999.2,44.04,15.28,1.03,0
20230402:1010,1849450,982.91,49.45,16.12,0.41,0
20230402:1110,1051600,525.4,50.98,16.74,1.31,0
20230402:1210,85200,56.35,48.17,16.33,2.41,0
20230402:1310,138375,82.87,41.8,16.58,2.14,0
20230402:1410,52050,38.95,33.14,15.54,1.52,0
20230402:1510,40350,32.32,23.17,13.55,0.41,0
20230402:1610,122300,73.51,12.57,12.91,0.76,0
20230402:1710,0,2.49,1.78,12.7,0.97,0
20230402:1810,0,0,0,11.8,2.14,0
20230402:1910,0,0,0,11.71,2.28,0
20230402:2010,0,0,0,11.07,2.97,0
20230402:2110,0,0,0,10.91,3.72,0
20230402:2210,0,0,0,11.07,5.03,0
20230402:2310,0,0,0,10.89,6.14,0
20230403:0010,0,0,0,10.44,6.97,0
20230403:0110,0,0,0,9.63,7.24,0
20230403:0210,0,0,0,8.5,8.14,0
20230403:0310,0,0,0,7.43,8.55,0
20230403:0410,0,0,0,6.67,8.69,0
20230403:0510,24450,22.59,5.39,6.26,8.9,0
20230403:0610,1559975,706.44,16.16,6.39,8.69,0
20230403:0710,1870025,855.96,26.63,7.63,10,0
20230403:0810,2126575,985.66,36.3,8.59,10.21,0
20230403:0910,2164225,1009.26,44.41,9.42,10.28,0
20230403:1010,2231225,1046.85,49.84,10.02,10.07,0
20230403:1110,2210225,1040.57,51.36,10.55,9.79,0
20230403:1210,2257875,1066.43,48.5,10.83,9.66,0
20230403:1310,2182725,1028.92,42.09,10.94,9.59,0
20230403:1410,2094800,982.55,33.38,10.61,9.45,0
20230403:1510,1754325,811.67,23.4,10.11,9.38,0
20230403:1610,436475,210.94,12.78,9.44,9.1,0
20230403:1710,0,2.49,1.99,8.49,9.38,0
20230403:1810,0,0,0,7.71,9.79,0
20230403:1910,0,0,0,7.06,10.55,0
20230403:2010,0,0,0,6.51,10.69,0
20230403:2110,0,0,0,5.81,10.62,0
20230403:2210,0,0,0,5.17,10.55,0
20230403:2310,0,0,0,4.76,10.34,0
20230404:0010,0,0,0,4.44,10.14,0
20230404:0110,0,0,0,4.23,9.66,0
20230404:0210,0,0,0,4.04,9.24,0
20230404:0310,0,0,0,3.91,8.97,0
20230404:0410,0,0,0,3.82,8.76,0
20230404:0510,275,5.83,5.71,3.7,8.62,0
20230404:0610,354050,171.88,16.49,3.68,8,0
20230404:0710,1478525,661.85,26.97,3.8,9.52,0
20230404:0810,1593825,717.95,36.65,4.13,9.45,0
20230404:0910,1851975,843.73,44.79,4.99,9.17,0
20230404:1010,1965775,905.33,50.23,6.04,8.62,0
20230404:1110,1760625,812.43,51.74,6.49,7.79,0
20230404:1210,1938425,901.59,48.84,6.84,7.24,0
20230404:1310,1789550,830.07,42.37,6.99,6.9,0
20230404:1410,1291250,593.43,33.63,7.1,6.62,0
20230404:1510,773250,357.73,23.62,6.88,6.55,0
20230404:1610,167350,91.83,12.99,6.29,6.28,0
20230404:1710,0,0.83,2.2,5.67,5.59,0
20230404:1810,0,0,0,4.97,6.28,0
20230404:1910,0,0,0,4.55,6.34,0
20230404:2010,0,0,0,4.44,6.62,0
20230404:2110,0,0,0,4.4,6.55,0
20230404:2210,0,0,0,4.38,6.41,0
20230404:2310,0,0,0,4.3,5.93,0
20230405:0010,0,0,0,4.3,5.59,0
20230405:0110,0,0,0,4.11,5.31,0
20230405:0210,0,0,0,3.92,5.17,0
20230405:0310,0,0,0,3.58,5.03,0
20230405:0410,0,0,0,3.53,4.9,0
20230405:0510,24825,22.59,6.02,3.36,4.76,0
20230405:0610,644950,297.46,16.81,3.64,4.34,0
20230405:0710,512950,243.08,27.3,4.61,5.45,0
20230405:0810,1416250,651.23,37,5.73,5.59,0
20230405:0910,1834675,863.01,45.16,6.99,5.03,0
20230405:1010,2111225,1018.96,50.62,8.08,4.14,0
20230405:1110,2076600,1018.86,52.11,8.98,3.1,0
20230405:1210,2004750,995.39,49.17,9.76,2.34,0
20230405:1310,1879725,927.77,42.66,10.24,2.34,0
20230405:1410,1770125,861.95,33.87,10.22,2.69,0
20230405:1510,1742275,833.63,23.84,9.6,3.52,0
20230405:1610,1003025,464.38,13.2,8.67,4.41,0
20230405:1710,1000,6.63,2.41,7.45,4.9,0
20230405:1810,0,0,0,6.16,5.38,0
20230405:1910,0,0,0,6.03,5.1,0
20230405:2010,0,0,0,5.34,4.9,0
20230405:2110,0,0,0,4.89,4.69,0
20230405:2210,0,0,0,4.33,4.69,0
20230405:2310,0,0,0,3.94,4.69,0
20230406:0010,0,0,0,3.76,4.55,0
20230406:0110,0,0,0,3.6,4.48,0
20230406:0210,0,0,0,3.54,4.55,0
20230406:0310,0,0,0,3.48,4.55,0
20230406:0410,0,0,0,3.32,4.21,0
20230406:0510,35375,28.42,6.34,3.16,3.86,0
20230406:0610,1018550,464.53,17.12,3.97,3.45,0
20230406:0710,1631700,755.55,27.63,5.46,4.55,0
20230406:0810,2045350,966.31,37.35,6.81,5.17,0
20230406:0910,2108175,1008.55,45.53,8.21,5.03,0
20230406:1010,2181250,1059.56,51.01,9.5,4.55,0
20230406:1110,2055125,1002.46,52.49,10.6,4.21,0
20230406:1210,2183450,1079.54,49.51,11.4,3.93,0
20230406:1310,2117100,1045.63,42.94,11.83,3.86,0
20230406:1410,2029025,996.4,34.12,12.25,4,0
20230406:1510,1783025,861.68,24.05,11.9,3.93,0
20230406:1610,1284950,605.03,13.41,11.31,4.07,0
20230406:1710,1825,7.46,2.62,10.29,3.86,0
20230406:1810,0,0,0,8.76,3.66,0
20230406:1910,0,0,0,8.76,3.72,0
20230406:2010,0,0,0,7.98,3.03,0
20230406:2110,0,0,0,7.08,2.76,0
20230406:2210,0,0,0,6.24,2.62,0
20230406:2310,0,0,0,5.55,2.48,0
20230407:0010,0,0,0,4.84,2.28,0
20230407:0110,0,0,0,4.03,2.07,0
20230407:0210,0,0,0,3.29,1.86,0
20230407:0310,0,0,0,2.73,1.79,0
20230407:0410,0,0,0,2.14,1.72,0
20230407:0510,35625,28.42,6.66,1.71,1.59,0
20230407:0610,1487150,703.69,17.44,4.2,1.03,0
20230407:0710,1755650,866.91,27.95,8.18,1.03,0
20230407:0810,1921550,993.18,37.69,10.44,0.41,0
20230407:0910,1980825,1024.22,45.9,11.76,0.9,0
20230407:1010,2049450,1043.68,51.39,12.63,2,0
20230407:1110,2069575,1048.39,52.86,13.29,2.55,0
20230407:1210,2111575,1062.8,49.84,13.51,3.17,0
20230407:1310,2058525,1023.03,43.22,13.29,3.72,0
20230407:1410,1746075,852.25,34.36,13.18,3.72,0
20230407:1510,1485900,715.53,24.27,12.81,3.45,0
20230407:1610,1223800,583.07,13.61,12.2,2.83,0
20230407:1710,33475,27.57,2.83,11.37,1.79,0
20230407:1810,0,0,0,10.07,0.83,0
20230407:1910,0,0,0,9.24,1.79,0
20230407:2010,0,0,0,8.04,1.86,0
20230407:2110,0,0,0,8.19,1.17,0
20230407:2210,0,0,0,9.34,0.76,0
20230407:2310,0,0,0,8.16,1.03,0
20230408:0010,0,0,0,6.64,1.45,0
20230408:0110,0,0,0,6.04,1.79,0
20230408:0210,0,0,0,6.05,2,0
20230408:0310,0,0,0,6.31,2.28,0
20230408:0410,0,0,0,6.4,2.55,0
20230408:0510,37425,29.88,6.97,6.45,2.62,0
20230408:0610,990725,462.75,17.75,7.93,2.55,0
20230408:0710,1552175,745.01,28.27,10.51,2.97,0
20230408:0810,1968775,967.06,38.03,12.1,3.66,0
20230408:0910,1983875,982.08,46.26,13.12,3.66,0
20230408:1010,1785725,880.22,51.77,13.58,3.52,0
20230408:1110,1651750,812.37,53.23,14.06,3.45,0
20230408:1210,1654375,812.6,50.16,14.18,3.59,0
20230408:1310,76375,51.38,43.5,14.18,3.45,0
20230408:1410,510725,254.47,34.59,14,3.1,0
20230408:1510,667275,324.74,24.49,13.82,2.69,0
20230408:1610,179200,100.32,13.82,13.34,2.28,0
20230408:1710,0,4.14,3.03,12.39,2,0
20230408:1810,0,0,0,11.44,1.93,0
20230408:1910,0,0,0,9.54,1.24,0
20230408:2010,0,0,0,8.97,0.97,0
20230408:2110,0,0,0,7.55,1.38,0
20230408:2210,0,0,0,6.48,1.66,0
20230408:2310,0,0,0,6.28,2.07,0
20230409:0010,0,0,0,6.73,2.69,0
20230409:0110,0,0,0,6.91,3.17,0
20230409:0210,0,0,0,7.02,3.79,0
20230409:0310,0,0,0,7.04,4.21,0
20230409:0410,0,0,0,6.9,4.48,0
20230409:0510,33350,27.69,7.28,6.88,4.55,0
20230409:0610,1201025,554.86,18.06,7.71,4.41,0
20230409:0710,1658900,782.69,28.59,9.4,4.76,0
20230409:0810,1974425,949.46,38.37,10.83,5.1,0
20230409:0910,1733950,837.06,46.62,12.2,4.62,0
20230409:1010,2054225,1021.7,52.15,13.59,3.79,0
20230409:1110,2044625,1032.76,53.6,14.39,2.97,0
20230409:1210,1995350,1016.51,50.49,14.87,2.41,0
20230409:1310,1651675,823.58,43.77,14.61,2.34,0
20230409:1410,268100,143.37,34.83,14.4,3.1,0
20230409:1510,71650,48.9,24.7,13.83,3.1,0
20230409:1610,892600,424.87,14.02,13.06,3.24,0
20230409:1710,66050,44.56,3.24,12.13,3.31,0
20230409:1810,0,0,0,10.84,3.45,0
20230409:1910,0,0,0,9.58,4.14,0
20230409:2010,0,0,0,8.97,4.28,0
20230409:2110,0,0,0,8.54,4.28,0
20230409:2210,0,0,0,8.16,4.41,0
20230409:2310,0,0,0,7.85,4.62,0
20230410:0010,0,0,0,7.65,4.76,0
20230410:0110,0,0,0,7.59,4.97,0
20230410:0210,0,0,0,7.49,5.03,0
20230410:0310,0,0,0,7.31,5.1,0
20230410:0410,0,0,0,7.25,5.31,0
20230410:0510,41350,32.06,7.58,7.23,5.52,0
20230410:0610,771050,358.24,18.37,7.76,5.1,0
20230410:0710,1861250,872.22,28.91,9.33,6.76,0
20230410:0810,2049075,975.58,38.71,10.68,6.69,0
20230410:0910,2112075,1019.03,46.98,12.3,6.48,0
20230410:1010,2106750,1028.04,52.53,13.51,5.86,0
20230410:1110,2116925,1044.33,53.96,14.45,5.24,0
20230410:1210,2159950,1077.16,50.81,15.05,4.69,0
20230410:1310,2091300,1045.11,44.04,15.44,4.34,0
20230410:1410,1982075,984.93,35.07,15.43,4.21,0
20230410:1510,1757650,860.93,24.91,15.15,4.14,0
20230410:1610,1304450,624.46,14.23,14.39,3.93,0
20230410:1710,33825,28.06,3.45,13.3,3.86,0
20230410:1810,0,0,0,11.86,4,0
20230410:1910,0,0,0,11.24,3.45,0
20230410:2010,0,0,0,10.38,3.24,0
20230410:2110,0,0,0,9.54,2.97,0
20230410:2210,0,0,0,8.72,2.83,0
20230410:2310,0,0,0,7.92,2.9,0
20230411:0010,0,0,0,7.32,2.97,0
20230411:0110,0,0,0,6.79,2.83,0
20230411:0210,0,0,0,6.37,2.69,0
20230411:0310,0,0,0,5.89,2.41,0
20230411:0410,0,0,0,5.4,2.34,0
20230411:0510,47225,34.98,7.89,5.42,2.34,0
20230411:0610,1206225,566.62,18.68,7.07,1.79,0
20230411:0710,1806500,902.62,29.23,10.64,1.31,0
20230411:0810,1766625,902.34,39.04,12.73,0.83,0
20230411:0910,1962125,1012.68,47.34,14.13,1.45,0
20230411:1010,1834575,921.63,52.9,15.03,2.83,0
20230411:1110,1411725,692.75,54.33,15.39,3.59,0
20230411:1210,1097625,534.1,51.13,15.47,4.07,0
20230411:1310,734175,360.17,44.31,15.38,3.86,0
20230411:1410,489975,245.68,35.3,14.87,3.66,0
20230411:1510,298700,156.92,25.12,14.37,3.31,0
20230411:1610,394875,198.58,14.43,13.75,2.62,0
20230411:1710,32325,27.21,3.65,12.97,2.21,0
20230411:1810,0,0,0,12.01,2.14,0
20230411:1910,0,0,0,11.87,1.66,0
20230411:2010,0,0,0,11.08,1.86,0
20230411:2110,0,0,0,10.03,1.79,0
20230411:2210,0,0,0,9.39,1.72,0
20230411:2310,0,0,0,8.81,1.86,0
20230412:0010,0,0,0,8.15,2.14,0
20230412:0110,0,0,0,7.96,2.34,0
20230412:0210,0,0,0,7.84,2.55,0
20230412:0310,0,0,0,7.65,2.69,0
20230412:0410,0,0,0,7.5,2.83,0
20230412:0510,46700,34.98,8.19,7.6,2.9,0
20230412:0610,684875,325.31,18.98,9.47,2.62,0
20230412:0710,1767800,875.87,29.54,12.39,2.14,0
20230412:0810,1916500,967.65,39.37,14.51,2.41,0
20230412:0910,1903925,986.71,47.69,15.77,1.45,0
20230412:1010,1834175,975.55,53.28,16.49,0.41,0
20230412:1110,1844675,953.25,54.69,16.9,1.72,0
20230412:1210,1135500,563.57,51.45,17.23,2.41,0
20230412:1310,1980475,1013.33,44.58,17.23,2.83,0
20230412:1410,1546700,768.1,35.53,16.92,3.03,0
20230412:1510,1500425,739.51,25.33,16.37,2.97,0
20230412:1610,1105625,536,14.63,15.6,2.41,0
20230412:1710,33825,28.29,3.85,14.66,1.24,0
20230412:1810,0,0,0,13.34,0.83,0
20230412:1910,0,0,0,12.1,1.59,0
20230412:2010,0,0,0,11.15,1.79,0
20230412:2110,0,0,0,10.45,1.79,0
20230412:2210,0,0,0,10.01,1.79,0
20230412:2310,0,0,0,10.09,2.07,0
20230413:0010,0,0,0,10.31,2.48,0
20230413:0110,0,0,0,10.52,2.83,0
20230413:0210,0,0,0,10.66,3.31,0
20230413:0310,0,0,0,10.92,3.79,0
20230413:0410,0,0,0,11,4.21,0
20230413:0510,12125,15.3,8.49,11.13,4.62,0
20230413:0610,154575,88.87,19.28,12.32,4.83,0
20230413:0710,493200,243.83,29.85,13.5,5.66,0
20230413:0810,872725,418.22,39.7,14.21,6.55,0
20230413:0910,1247225,595.66,48.04,14.39,6.69,0
20230413:1010,878700,423.89,53.65,14.92,7.1,0
20230413:1110,1452850,697.49,55.05,15.36,7.38,0
20230413:1210,1119675,537.55,51.77,16.02,8.07,0
20230413:1310,1360425,652.39,44.85,16.24,7.79,0
20230413:1410,1578575,757.23,35.76,16.09,7.59,0
20230413:1510,1332700,635.29,25.54,16.06,7.24,0
20230413:1610,270850,142.9,14.83,15.63,6.9,0
20230413:1710,875,6.63,4.06,14.82,6.97,0
20230413:1810,0,0,0,14,6.69,0
20230413:1910,0,0,0,13.28,6.48,0
20230413:2010,0,0,0,12.77,4.69,0
20230413:2110,0,0,0,11.94,3.86,0
20230413:2210,0,0,0,11.13,3.52,0
20230413:2310,0,0,0,10.57,2.41,0
20230414:0010,0,0,0,10.68,0.28,0
20230414:0110,0,0,0,9.45,0.9,0
20230414:0210,0,0,0,8.27,1.31,0
20230414:0310,0,0,0,7.74,1.31,0
20230414:0410,0,0,0,7.24,2.21,0
20230414:0510,31925,26.96,8.78,7.45,2.21,0
20230414:0610,219050,117.17,19.58,8.75,2.34,0
20230414:0710,115425,69.61,30.15,9.5,1.86,0
20230414:0810,238925,127.63,40.02,10.22,2.41,0
20230414:0910,1442475,696.09,48.39,11.01,2.9,0
20230414:1010,258400,136.74,54.01,10.81,3.24,0
20230414:1110,1054200,506.56,55.4,11.31,3.03,0
20230414:1210,298750,155.8,52.08,11.56,2.97,0
20230414:1310,205625,112.71,45.11,11.43,3.03,0
20230414:1410,618425,299.88,35.99,11.23,3.52,0
